,geo,TIME_PERIOD,CPI,Immigrants,Life Satisfaction,OBS_VALUE,Housing Index,GDP,emigration,unemployment,total_deaths,Exports,Imports
2263,Hungary,1994,,,,10343355.0,,,,,146889.0,,
2264,Hungary,1995,,,,10328965.0,,35469.4,,,145431.0,,
2265,Ireland,1960,,,,2828600.0,,,,,32660.0,,
2266,Ireland,1961,,,,2824400.0,,,,,34763.0,,
2267,Ireland,1962,,,,2836050.0,,,,,33838.0,,
2268,Ireland,1963,,,,2852650.0,,,,,33795.0,,
2269,Ireland,1964,,,,2866550.0,,,,,32630.0,,
2270,Ireland,1965,,,,2877300.0,,,,,33032.0,,
2271,Ireland,1966,,,,2888800.0,,,,,35113.0,,
2272,Ireland,1967,,,,2902450.0,,,,,31400.0,,
2273,Ireland,1968,,,,2915550.0,,,,,33157.0,,
2274,Ireland,1969,,,,2932650.0,,,,,33734.0,,
2275,Ireland,1970,,,,2957250.0,,,,,33686.0,,
2276,Ireland,1971,,,,2992050.0,,,,,31890.0,,
2277,Ireland,1972,,,,3036850.0,,,,,34381.0,,
2278,Ireland,1973,,,,3085950.0,,,,,34192.0,,
2279,Ireland,1974,,,,3137500.0,,,,,34921.0,,
2280,Ireland,1975,,,,3189550.0,,,,,33173.0,,
2281,Ireland,1976,,,,3238050.0,,,,,34043.0,,
2282,Ireland,1977,,,,3282200.0,,,,,33632.0,,
2283,Ireland,1978,,,,3329100.0,,,,,33794.0,,
2284,Ireland,1979,,,,3373750.0,,,,,33771.0,,
2285,Ireland,1980,,,,3412800.0,,,,,33472.0,,
2286,Ireland,1981,,,,3453000.0,,,,,32929.0,,
2287,Ireland,1982,,,,3485800.0,,,,,32457.0,,
2288,Ireland,1983,,,,3510600.0,,,,,32976.0,,
2289,Ireland,1984,,,,3532423.0,,,,,32076.0,,
2290,Ireland,1985,,,,3538082.0,,,,,33213.0,,
2291,Ireland,1986,,,,3539690.0,,,,,33630.0,,
2292,Ireland,1987,,,,3540057.0,,,,,31413.0,,
2293,Ireland,1988,,,,3524949.0,,,,,31580.0,,
2294,Ireland,1989,,,,3511009.0,,,,,32111.0,,
2295,Ireland,1990,,,,3513974.0,,,,,31370.0,,
2296,Ireland,1991,,,,3534235.0,,,,,31305.0,,
2297,Ireland,1992,,,,3558430.0,,,,,30931.0,,
2298,Ireland,1993,,,,3576261.0,,,,,32148.0,,
2299,Ireland,1994,,,,3590386.0,,,,,30948.0,,
2300,Ireland,1995,,,,3608841.0,,52881.3,,,32259.0,,
2301,Iceland,1960,,,,175574.0,,,,,1167.0,,
2302,Iceland,1961,,,,179029.0,,,,,1248.0,,
2303,Iceland,1962,,,,182378.0,,,,,1239.0,,
2304,Iceland,1963,,,,185653.0,,,,,1328.0,,
2305,Iceland,1964,,,,188983.0,,,,,1315.0,,
2306,Iceland,1965,,,,192286.0,,,,,1294.0,,
2307,Iceland,1966,,,,195570.0,,,,,1392.0,,
2308,Iceland,1967,,,,198751.0,,,,,1387.0,,
2309,Iceland,1968,,,,201488.0,,,,,1390.0,,
2310,Iceland,1969,,,,203369.0,,,,,1450.0,,
2311,Iceland,1970,,,,204438.0,,,,,1458.0,,
2312,Iceland,1971,,,,206098.0,,,,,1502.0,,
2313,Iceland,1972,,,,209137.0,,,,,1449.0,,
2314,Iceland,1973,,,,212317.0,,,,,1476.0,,
2315,Iceland,1974,,,,215209.0,,,,,1497.0,,
2316,Iceland,1975,,,,217979.0,,,,,1415.0,,
2317,Iceland,1976,,,,220154.0,,,,,1343.0,,
2318,Iceland,1977,,,,221799.0,,,,,1436.0,,
2319,Iceland,1978,,,,223537.0,,,,,1423.0,,
2320,Iceland,1979,,,,225735.0,,,,,1482.0,,
2321,Iceland,1980,,,,228138.0,,,,,1541.0,,
2322,Iceland,1981,,,,230755.0,,,,,1659.0,,
2323,Iceland,1982,,,,233860.0,,,,,1586.0,,
2324,Iceland,1983,,,,236977.0,,,,,1655.0,,
2325,Iceland,1984,,,,239511.0,,,,,1587.0,,
2326,Iceland,1985,,,,241405.0,,,,,1652.0,,
2327,Iceland,1986,,,,243180.0,,,,,1598.0,,
2328,Iceland,1987,,,,245859.0,,,,,1724.0,,
2329,Iceland,1988,,,,249740.0,,,,,1818.0,,
2330,Iceland,1989,,,,252852.0,,,,,1716.0,,
2331,Iceland,1990,,,,254826.0,,,,,1704.0,,
2332,Iceland,1991,,,,257797.0,,,,,1796.0,,
2333,Iceland,1992,,,,261057.0,,,,,1719.0,,
2334,Iceland,1993,,,,263725.0,,,,,1753.0,,
2335,Iceland,1994,,,,266021.0,,,,,1718.0,,
2336,Iceland,1995,,,,267468.0,,5441.5,,,1923.0,,
2337,Italy,1960,,,,50199700.0,,,,,480932.0,,
2338,Italy,1961,,,,50536350.0,,,,,468455.0,,
2339,Italy,1962,,,,50879450.0,,,,,509174.0,,
2340,Italy,1963,,,,51252000.0,,,,,516377.0,,
2341,Italy,1964,,,,51675350.0,,,,,490050.0,,
2342,Italy,1965,,,,52112350.0,,,,,518008.0,,
2343,Italy,1966,,,,52519000.0,,,,,496281.0,,
2344,Italy,1967,,,,52900500.0,,,,,510122.0,,
2345,Italy,1968,,,,53235750.0,,,,,532571.0,,
2346,Italy,1969,,,,53537950.0,,,,,539129.0,,
2347,Italy,1970,,,,53821850.0,,,,,521096.0,,
2348,Italy,1971,,,,54073490.0,,,,,522654.0,,
2349,Italy,1972,,,,54381345.0,,,,,523828.0,,
2350,Italy,1973,,,,54751406.0,,,,,547487.0,,
2351,Italy,1974,,,,55110868.0,,,,,532043.0,,
2352,Italy,1975,,,,55441001.0,,,,,554346.0,,
2353,Italy,1976,,,,55718260.0,,,,,550565.0,,
2354,Italy,1977,,,,55955411.0,,,,,546694.0,,
2355,Italy,1978,,,,56155143.0,,,,,540671.0,,
2356,Italy,1979,,,,56317749.0,,,,,538352.0,,
2357,Italy,1980,,,,56433883.0,,,,,554510.0,,
2358,Italy,1981,,,,56501675.0,,,,,545291.0,,
2359,Italy,1982,,,,56543548.0,,,,,534935.0,,
2360,Italy,1983,,,,56564074.0,,,,,564330.0,,
2361,Italy,1984,,,,56576718.0,,,,,534676.0,,
2362,Italy,1985,,,,56593071.0,,,,,547436.0,,
2363,Italy,1986,,,,56596155.0,,,,,544489.0,,
2364,Italy,1987,,,,56601931.0,,,,,532771.0,,
2365,Italy,1988,,,,56629288.0,,,,,539426.0,,
2366,Italy,1989,,,,56671781.0,,,,,531853.0,,
2367,Italy,1990,,,,56719240.0,,,,,541746.0,,
2368,Italy,1991,,,,56758521.0,,,,,551989.0,,
2369,Italy,1992,,,,56797087.0,,,,,543709.0,,
2370,Italy,1993,,,,56831821.0,,,,,549974.0,,
2371,Italy,1994,,,,56843400.0,,,,,554011.0,,
2372,Italy,1995,,,,56844303.0,,898299.3,,,554323.0,,
2373,Liechtenstein,1960,,,,16451.0,,,,,123.0,,
2374,Liechtenstein,1961,,,,16877.0,,,,,131.0,,
2375,Liechtenstein,1962,,,,17443.0,,,,,166.0,,
2376,Liechtenstein,1963,,,,18093.0,,,,,146.0,,
2377,Liechtenstein,1964,,,,18755.0,,,,,148.0,,
2378,Liechtenstein,1965,,,,19195.0,,,,,156.0,,
2379,Liechtenstein,1966,,,,19610.0,,,,,152.0,,
2380,Liechtenstein,1967,,,,20175.0,,,,,158.0,,
2381,Liechtenstein,1968,,,,20835.0,,,,,148.0,,
2382,Liechtenstein,1969,,,,21084.0,,,,,168.0,,
2383,Liechtenstein,1970,,,,21140.0,,,,,163.0,,
2384,Liechtenstein,1971,,,,21600.0,,,,,186.0,,
2385,Liechtenstein,1972,,,,22132.0,,,,,149.0,,
2386,Liechtenstein,1973,,,,22785.0,,,,,178.0,,
2387,Liechtenstein,1974,,,,23451.0,,,,,147.0,,
2388,Liechtenstein,1975,,,,23846.0,,,,,179.0,,
2389,Liechtenstein,1976,,,,24058.0,,,,,178.0,,
2390,Liechtenstein,1977,,,,24442.0,,,,,148.0,,
2391,Liechtenstein,1978,,,,25028.0,,,,,163.0,,
2392,Liechtenstein,1979,,,,25575.0,,,,,173.0,,
2393,Liechtenstein,1980,,,,25512.0,,,,,175.0,,
2394,Liechtenstein,1981,,,,25673.0,,,,,161.0,,
2395,Liechtenstein,1982,,,,26255.0,,,,,167.0,,
2396,Liechtenstein,1983,,,,26446.0,,,,,151.0,,
2397,Liechtenstein,1984,,,,26596.0,,,,,177.0,,
2398,Liechtenstein,1985,,,,26878.0,,,,,171.0,,
2399,Liechtenstein,1986,,,,27238.0,,,,,188.0,,
2400,Liechtenstein,1987,,,,27557.0,,,,,180.0,,
2401,Liechtenstein,1988,,,,27948.0,,,,,195.0,,
2402,Liechtenstein,1989,,,,28317.0,,,,,172.0,,
2403,Liechtenstein,1990,,,,28742.0,,,,,195.0,,
2404,Liechtenstein,1991,,,,29209.0,,,,,187.0,,
2405,Liechtenstein,1992,,,,29627.0,,,,,180.0,,
2406,Liechtenstein,1993,,,,30089.0,,,,,178.0,,
2407,Liechtenstein,1994,,,,30470.0,,,,,206.0,,
2408,Liechtenstein,1995,,,,30776.0,,,,,225.0,,
2409,Liechtenstein,1996,,,,31033.0,,,,,230.0,,
2410,Liechtenstein,1997,,,,31232.0,,,,,230.0,,
2411,Liechtenstein,1998,,,,31668.0,,,,,208.0,,
2412,Liechtenstein,1999,,,,32221.0,,,,,206.0,,
2413,Liechtenstein,2000,,,,32645.0,,,,,239.0,,
2414,Liechtenstein,2001,,,,33194.0,,,,,220.0,,
2415,Liechtenstein,2002,,,,33694.0,,,,,215.0,,
2416,Liechtenstein,2003,,,,34079.0,,,,,217.0,,
2417,Liechtenstein,2004,,,,34447.0,,,,,198.0,,
2418,Liechtenstein,2005,,,,34753.0,,,,,215.0,,
2419,Liechtenstein,2006,,,,35037.0,,,,,220.0,,
2420,Liechtenstein,2007,,,,35262.0,,,,,227.0,,
2421,Liechtenstein,2022,,,,39494.0,,,,,279.0,,
2422,Lithuania,1960,,,,2778550.0,,,,,21611.0,,
2423,Lithuania,1961,,,,2823550.0,,,,,22365.0,,
2424,Lithuania,1962,,,,2863350.0,,,,,24925.0,,
2425,Lithuania,1963,,,,2898950.0,,,,,23112.0,,
2426,Lithuania,1964,,,,2935200.0,,,,,21830.0,,
2427,Lithuania,1965,,,,2971450.0,,,,,23467.0,,
2428,Lithuania,1966,,,,3008050.0,,,,,23799.0,,
2429,Lithuania,1967,,,,3044400.0,,,,,24571.0,,
2430,Lithuania,1968,,,,3078850.0,,,,,25725.0,,
2431,Lithuania,1969,,,,3107321.0,,,,,27156.0,,
2432,Lithuania,1970,,,,3139689.0,,,,,28048.0,,
2433,Lithuania,1971,,,,3179041.0,,,,,26972.0,,
2434,Lithuania,1972,,,,3213622.0,,,,,29252.0,,
2435,Lithuania,1973,,,,3244438.0,,,,,29160.0,,
2436,Lithuania,1974,,,,3273894.0,,,,,29612.0,,
2437,Lithuania,1975,,,,3301652.0,,,,,31265.0,,
2438,Lithuania,1976,,,,3328664.0,,,,,31972.0,,
2439,Lithuania,1977,,,,3355036.0,,,,,32932.0,,
2440,Lithuania,1978,,,,3379514.0,,,,,34008.0,,
2441,Lithuania,1979,,,,3397842.0,,,,,34897.0,,
2442,Lithuania,1980,,,,3413202.0,,,,,35871.0,,
2443,Lithuania,1981,,,,3432947.0,,,,,35579.0,,
2444,Lithuania,1982,,,,3457179.0,,,,,35040.0,,
2445,Lithuania,1983,,,,3485192.0,,,,,36451.0,,
2446,Lithuania,1984,,,,3514205.0,,,,,38666.0,,
2447,Lithuania,1985,,,,3544543.0,,,,,39169.0,,
2448,Lithuania,1986,,,,3578914.0,,,,,35788.0,,
2449,Lithuania,1987,,,,3616367.0,,,,,36917.0,,
2450,Lithuania,1988,,,,3655049.0,,,,,37649.0,,
2451,Lithuania,1989,,,,3684255.0,,,,,38150.0,,
2452,Lithuania,1990,,,,3697838.0,,,,,39760.0,,
2453,Lithuania,1991,,,,3704134.0,,,,,41013.0,,
2454,Lithuania,1992,,,,3700114.0,,,,,41455.0,,
2455,Lithuania,1993,,,,3682613.0,,,,,46107.0,,
2456,Lithuania,1994,,,,3657144.0,,,,,46486.0,,
2457,Lithuania,1995,,,,3629102.0,,5121.7,,,45306.0,,
2458,Luxembourg,1960,,,,313970.0,,,,,3716.0,,
2459,Luxembourg,1961,,,,316845.0,,,,,3616.0,,
2460,Luxembourg,1962,,,,320750.0,,,,,4037.0,,
2461,Luxembourg,1963,,,,324100.0,,,,,3929.0,,
2462,Luxembourg,1964,,,,327750.0,,,,,3857.0,,
2463,Luxembourg,1965,,,,331500.0,,,,,4057.0,,
2464,Luxembourg,1966,,,,333895.0,,,,,4050.0,,
2465,Luxembourg,1967,,,,334995.0,,,,,4124.0,,
2466,Luxembourg,1968,,,,335850.0,,,,,4098.0,,
2467,Luxembourg,1969,,,,337504.0,,,,,4193.0,,
2468,Luxembourg,1970,,,,339174.0,,,,,4154.0,,
2469,Luxembourg,1971,,,,342421.0,,,,,4387.0,,
2470,Luxembourg,1972,,,,346600.0,,,,,4121.0,,
2471,Luxembourg,1973,,,,350450.0,,,,,4192.0,,
2472,Luxembourg,1974,,,,355050.0,,,,,4315.0,,
2473,Luxembourg,1975,,,,358950.0,,,,,4370.0,,
2474,Luxembourg,1976,,,,360731.0,,,,,4507.0,,
2475,Luxembourg,1977,,,,361358.0,,,,,4083.0,,
2476,Luxembourg,1978,,,,362007.0,,,,,4187.0,,
2477,Luxembourg,1979,,,,362856.0,,,,,3985.0,,
2478,Luxembourg,1980,,,,364150.0,,,,,4113.0,,
2479,Luxembourg,1981,,,,365225.0,,,,,4105.0,,
2480,Luxembourg,1982,,,,365525.0,,,,,4133.0,,
2481,Luxembourg,1983,,,,365622.0,,,,,4129.0,,
2482,Luxembourg,1984,,,,365998.0,,,,,4072.0,,
2483,Luxembourg,1985,,,,366706.0,,,,,4027.0,,
2484,Luxembourg,1986,,,,368355.0,,,,,3970.0,,
2485,Luxembourg,1987,,,,370750.0,,,,,4012.0,,
2486,Luxembourg,1988,,,,373450.0,,,,,3840.0,,
2487,Luxembourg,1989,,,,377100.0,,,,,3984.0,,
2488,Luxembourg,1990,,,,381850.0,,,,,3773.0,,
2489,Luxembourg,1991,,,,387000.0,,,,,3744.0,,
2490,Luxembourg,1992,,,,392175.0,,,,,4021.0,,
2491,Luxembourg,1993,,,,397475.0,,,,,3915.0,,
2492,Luxembourg,1994,,,,402925.0,,,,,3800.0,,
2493,Luxembourg,1995,,,,408625.0,,15946.2,,,3797.0,,
2494,Latvia,1960,,,,2120979.0,,,,,21314.0,,
2495,Latvia,1961,,,,2152681.0,,,,,21759.0,,
2496,Latvia,1962,,,,2181586.0,,,,,23592.0,,
2497,Latvia,1963,,,,2210919.0,,,,,22703.0,,
2498,Latvia,1964,,,,2240623.0,,,,,21165.0,,
2499,Latvia,1965,,,,2265919.0,,,,,22780.0,,
2500,Latvia,1966,,,,2283217.0,,,,,23350.0,,
2501,Latvia,1967,,,,2301220.0,,,,,24362.0,,
2502,Latvia,1968,,,,2323619.0,,,,,25104.0,,
2503,Latvia,1969,,,,2343173.0,,,,,26229.0,,
2504,Latvia,1970,,,,2359164.0,,,,,26546.0,,
2505,Latvia,1971,,,,2376389.0,,,,,26275.0,,
2506,Latvia,1972,,,,2395674.0,,,,,27296.0,,
2507,Latvia,1973,,,,2415819.0,,,,,28139.0,,
2508,Latvia,1974,,,,2437186.0,,,,,28143.0,,
2509,Latvia,1975,,,,2456130.0,,,,,30042.0,,
2510,Latvia,1976,,,,2470989.0,,,,,30373.0,,
2511,Latvia,1977,,,,2485073.0,,,,,30869.0,,
2512,Latvia,1978,,,,2497921.0,,,,,31261.0,,
2513,Latvia,1979,,,,2505953.0,,,,,32162.0,,
2514,Latvia,1980,,,,2511701.0,,,,,32100.0,,
2515,Latvia,1981,,,,2519421.0,,,,,32090.0,,
2516,Latvia,1982,,,,2531080.0,,,,,31234.0,,
2517,Latvia,1983,,,,2546011.0,,,,,32330.0,,
2518,Latvia,1984,,,,2562047.0,,,,,33406.0,,
2519,Latvia,1985,,,,2578873.0,,,,,34166.0,,
2520,Latvia,1986,,,,2599892.0,,,,,31328.0,,
2521,Latvia,1987,,,,2626583.0,,,,,32150.0,,
2522,Latvia,1988,,,,2653434.0,,,,,32421.0,,
2523,Latvia,1989,,,,2666955.0,,,,,32584.0,,
2524,Latvia,1990,,,,2663151.0,,,,,34812.0,,
2525,Latvia,1991,,,,2650581.0,,,,,34749.0,,
2526,Latvia,1992,,,,2614338.0,,,,,35420.0,,
2527,Latvia,1993,,,,2563290.0,,,,,39197.0,,
2528,Latvia,1994,,,,2520742.0,,,,,41757.0,,
2529,Latvia,1995,,,,2485056.0,,4137.4,,,38931.0,,
2530,Monaco,2004,,,,32957.0,,,,,525.0,,
2531,Monaco,2015,,,,37950.0,,,,,289.0,,
2532,Monaco,2016,,,,37875.0,,,,,298.0,,
2533,Monaco,2018,,,,38300.0,,,,,253.0,,
2534,Moldova,1996,,,,3994885.0,,,,,49748.0,,
2535,Moldova,1997,,,,3656730.0,,,,,42957.0,,
2536,Moldova,1998,,,,3652745.0,,,,,39922.0,,
2537,Moldova,1999,,,,3647000.0,,,,,41315.0,,
2538,Moldova,2000,,,,3639591.0,,,,,41224.0,,
2539,Moldova,2001,,,,3631462.0,,,,,40075.0,,
2540,Moldova,2002,,,,3623062.0,,,,,41852.0,,
2541,Moldova,2003,,,,3612874.0,,,,,43079.0,,
2542,Moldova,2004,,,,3603936.0,,,,,41668.0,,
2543,Moldova,2005,,,,3595186.0,,,,,44689.0,,
2544,Moldova,2008,,,,3570108.0,,,,,41948.0,,
2545,Moldova,2009,,,,3565604.0,,,,,42139.0,,
2546,Moldova,2010,,,,3562063.0,,,,,43631.0,,
2547,Moldova,2011,,,,3559986.0,,,,,39249.0,,
2548,Moldova,2012,,,,3559519.0,,,,,39560.0,,
2549,Moldova,2013,,,,3558566.0,,,,,38060.0,,
2550,Moldova,2014,,,,2856950.0,,,,,39555.0,,
2551,Moldova,2015,,,,2834530.0,,,,,39848.0,,
2552,Moldova,2016,,,,2802170.0,,,,,38454.0,,
2553,Moldova,2017,,,,2755158.0,,,,,36820.0,,
2554,Moldova,2018,,,,2708214.0,,,,,37307.0,,
2555,Moldova,2019,,,,2663251.0,,,,,36416.0,,
2556,Moldova,2020,,,,2618773.0,,,,,40656.0,,
2557,Moldova,2022,,,,2558244.0,,,,,36157.0,,
2558,Montenegro,1995,,,,618166.0,,,,,4931.0,,
2559,Montenegro,1996,,,,604464.0,,,,,4982.0,,
2560,Montenegro,1997,,,,606759.0,,,,,5153.0,,
2561,Montenegro,1998,,,,609054.0,,,,,5312.0,,
2562,Montenegro,1999,,,,606677.0,,,,,5393.0,,
2563,Montenegro,2000,,,,604570.0,,,,,5412.0,,
2564,Montenegro,2001,,,,607224.0,,,,,5431.0,,
2565,Montenegro,2002,,,,609485.0,,,,,5513.0,,
2566,Montenegro,2003,,,,611362.0,,,,,5704.0,,
2567,Montenegro,2004,,,,612817.0,,,,,5707.0,,
2568,Montenegro,2005,,,,613265.0,,,,,5839.0,,
2569,Montenegro,2006,,,,613867.0,,2169.6,,,5968.0,,
2570,Montenegro,2007,,,,615084.0,,2689.1,,,5979.0,,
2571,Montenegro,2008,,,,616350.0,,3103.3,,,5708.0,,
2572,Montenegro,2009,,,,618079.0,,2993.9,,,5862.0,,
2573,North Macedonia,1960,,,,1391927.0,,,,,14007.0,,
2574,North Macedonia,1961,,,,1408302.0,,,,,13141.0,,
2575,North Macedonia,1962,,,,1427771.0,,,,,16155.0,,
2576,North Macedonia,1963,,,,1449932.0,,,,,13229.0,,
2577,North Macedonia,1964,,,,1473996.0,,,,,13286.0,,
2578,North Macedonia,1965,,,,1499729.0,,,,,12758.0,,
2579,North Macedonia,1966,,,,1525841.0,,,,,12306.0,,
2580,North Macedonia,1967,,,,1550453.0,,,,,12523.0,,
2581,North Macedonia,1968,,,,1575714.0,,,,,12461.0,,
2582,North Macedonia,1969,,,,1602993.0,,,,,13111.0,,
2583,North Macedonia,1970,,,,1629061.0,,,,,12430.0,,
2584,North Macedonia,1971,,,,1654076.0,,,,,12447.0,,
2585,North Macedonia,1972,,,,1679456.0,,,,,13096.0,,
2586,North Macedonia,1973,,,,1704602.0,,,,,12217.0,,
2587,North Macedonia,1974,,,,1729935.0,,,,,12143.0,,
2588,North Macedonia,1975,,,,1756335.0,,,,,12629.0,,
2589,North Macedonia,1976,,,,1783518.0,,,,,12377.0,,
2590,North Macedonia,1977,,,,1810148.0,,,,,12899.0,,
2591,North Macedonia,1978,,,,1836270.0,,,,,12577.0,,
2592,North Macedonia,1979,,,,1863728.0,,,,,12653.0,,
2593,North Macedonia,1980,,,,1891319.0,,,,,13534.0,,
2594,North Macedonia,1981,,,,1916713.0,,,,,13378.0,,
2595,North Macedonia,1982,,,,1941914.0,,,,,13502.0,,
2596,North Macedonia,1983,,,,1967556.0,,,,,14391.0,,
2597,North Macedonia,1984,,,,1992424.0,,,,,14066.0,,
2598,North Macedonia,1985,,,,2016942.0,,,,,14408.0,,
2599,North Macedonia,1986,,,,2041064.0,,,,,14438.0,,
2600,North Macedonia,1987,,,,2065005.0,,,,,14644.0,,
2601,North Macedonia,1988,,,,2088651.0,,,,,14565.0,,
2602,North Macedonia,1989,,,,1986678.0,,,,,14592.0,,
2603,North Macedonia,1990,,,,1881991.0,,,,,14643.0,,
2604,North Macedonia,1991,,,,1899907.0,,,,,14789.0,,
2605,North Macedonia,1992,,,,1984971.0,,,,,16022.0,,
2606,North Macedonia,1993,,,,1998871.0,,,,,15591.0,,
2607,North Macedonia,1994,,,,1947003.0,,,,,15771.0,,
2608,North Macedonia,1995,,,,1964476.0,,,,,16338.0,,
2609,North Macedonia,1996,,,,1981543.0,,,,,16063.0,,
2610,North Macedonia,1997,,,,1996869.0,,,,,16596.0,,
2611,North Macedonia,1998,,,,2007523.0,,,,,16870.0,,
2612,North Macedonia,1999,,,,2017142.0,,,,,16789.0,,
2613,North Macedonia,2003,,,,2026773.0,,4385.9,,,18006.0,,
2614,Malta,1960,,,,326550.0,,,,,2819.0,,
2615,Malta,1961,,,,325250.0,,,,,2937.0,,
2616,Malta,1962,,,,323900.0,,,,,2840.0,,
2617,Malta,1963,,,,322550.0,,,,,2981.0,,
2618,Malta,1964,,,,321250.0,,,,,2756.0,,
2619,Malta,1965,,,,318800.0,,,,,3001.0,,
2620,Malta,1966,,,,315200.0,,,,,2865.0,,
2621,Malta,1967,,,,311550.0,,,,,2985.0,,
2622,Malta,1968,,,,307900.0,,,,,2883.0,,
2623,Malta,1969,,,,304300.0,,,,,3024.0,,
2624,Malta,1970,,,,302650.0,,,,,3070.0,,
2625,Malta,1971,,,,302700.0,,,,,3090.0,,
2626,Malta,1972,,,,302450.0,,,,,2891.0,,
2627,Malta,1973,,,,302200.0,,,,,2935.0,,
2628,Malta,1974,,,,301996.0,,,,,2747.0,,
2629,Malta,1975,,,,304222.0,,,,,2900.0,,
2630,Malta,1976,,,,305774.0,,,,,2967.0,,
2631,Malta,1977,,,,306970.0,,,,,2872.0,,
2632,Malta,1978,,,,310182.0,,,,,3263.0,,
2633,Malta,1979,,,,313342.0,,,,,2968.0,,
2634,Malta,1980,,,,316645.0,,,,,3216.0,,
2635,Malta,1981,,,,318982.0,,,,,3062.0,,
2636,Malta,1982,,,,325898.0,,,,,3050.0,,
2637,Malta,1983,,,,330524.0,,,,,3137.0,,
2638,Malta,1984,,,,330593.0,,,,,2903.0,,
2639,Malta,1985,,,,336452.0,,,,,2837.0,,
2640,Malta,1986,,,,342121.0,,,,,2824.0,,
2641,Malta,1987,,,,344485.0,,,,,2908.0,,
2642,Malta,1988,,,,347325.0,,,,,2708.0,,
2643,Malta,1989,,,,350722.0,,,,,2610.0,,
2644,Malta,1990,,,,354170.0,,,,,2745.0,,
2645,Malta,1991,,,,363845.0,,,,,2875.0,,
2646,Malta,1992,,,,367618.0,,,,,2900.0,,
2647,Malta,1993,,,,371308.0,,,,,2692.0,,
2648,Malta,1994,,,,374797.0,,,,,2698.0,,
2649,Malta,1995,,,,377419.0,,2846.6,,,2708.0,,
2650,Netherlands,1960,,,,11486631.0,,,,,87486.0,,
2651,Netherlands,1961,,,,11638712.0,,,,,87923.0,,
2652,Netherlands,1962,,,,11805689.0,,,,,93558.0,,
2653,Netherlands,1963,,,,11965966.0,,,,,95734.0,,
2654,Netherlands,1964,,,,12127120.0,,,,,93437.0,,
2655,Netherlands,1965,,,,12294732.0,,,,,98026.0,,
2656,Netherlands,1966,,,,12456251.0,,,,,100516.0,,
2657,Netherlands,1967,,,,12598201.0,,,,,99792.0,,
2658,Netherlands,1968,,,,12729721.0,,,,,104989.0,,
2659,Netherlands,1969,,,,12877984.0,,,,,107615.0,,
2660,Netherlands,1970,,,,13038526.0,,,,,109619.0,,
2661,Netherlands,1971,,,,13194497.0,,,,,110243.0,,
2662,Netherlands,1972,,,,13328593.0,,,,,113576.0,,
2663,Netherlands,1973,,,,13439322.0,,,,,110682.0,,
2664,Netherlands,1974,,,,13545056.0,,,,,109250.0,,
2665,Netherlands,1975,,,,13666335.0,,,,,113737.0,,
2666,Netherlands,1976,,,,13774037.0,,,,,114454.0,,
2667,Netherlands,1977,,,,13856185.0,,,,,110093.0,,
2668,Netherlands,1978,,,,13941700.0,,,,,114415.0,,
2669,Netherlands,1979,,,,14038270.0,,,,,112565.0,,
2670,Netherlands,1980,,,,14149800.0,,,,,114279.0,,
2671,Netherlands,1981,,,,14247208.0,,,,,115515.0,,
2672,Netherlands,1982,,,,14312690.0,,,,,117264.0,,
2673,Netherlands,1983,,,,14367070.0,,,,,117761.0,,
2674,Netherlands,1984,,,,14424211.0,,,,,119812.0,,
2675,Netherlands,1985,,,,14491632.0,,,,,122704.0,,
2676,Netherlands,1986,,,,14572278.0,,,,,125307.0,,
2677,Netherlands,1987,,,,14665037.0,,,,,122199.0,,
2678,Netherlands,1988,,,,14760094.0,,,,,124163.0,,
2679,Netherlands,1989,,,,14848907.0,,,,,128905.0,,
2680,Netherlands,1990,,,,14951510.0,,,,,128824.0,,
2681,Netherlands,1991,,,,15069798.0,,,,,129958.0,,
2682,Netherlands,1992,,,,15184166.0,,,,,129887.0,,
2683,Netherlands,1993,,,,15290368.0,,,,,137795.0,,
2684,Netherlands,1994,,,,15382838.0,,,,,133471.0,,
2685,Netherlands,1995,,,,15459006.0,,346000.8,,,135675.0,,
2686,Norway,1960,,,,3581239.0,,,,,32437.0,,
2687,Norway,1961,,,,3609800.0,,,,,33191.0,,
2688,Norway,1962,,,,3638918.0,,,,,34165.0,,
2689,Norway,1963,,,,3666537.0,,,,,36654.0,,
2690,Norway,1964,,,,3694339.0,,,,,34959.0,,
2691,Norway,1965,,,,3723168.0,,,,,35129.0,,
2692,Norway,1966,,,,3753012.0,,,,,35920.0,,
2693,Norway,1967,,,,3784539.0,,,,,36174.0,,
2694,Norway,1968,,,,3816486.0,,,,,37623.0,,
2695,Norway,1969,,,,3847707.0,,,,,38966.0,,
2696,Norway,1970,,,,3875763.0,,,,,38709.0,,
2697,Norway,1971,,,,3903039.0,,,,,38975.0,,
2698,Norway,1972,,,,3933004.0,,,,,39370.0,,
2699,Norway,1973,,,,3960612.0,,,,,39958.0,,
2700,Norway,1974,,,,3985258.0,,,,,39464.0,,
2701,Norway,1975,,,,4007313.0,,,,,40061.0,,
2702,Norway,1976,,,,4026152.0,,,,,40216.0,,
2703,Norway,1977,,,,4043205.0,,,,,39824.0,,
2704,Norway,1978,,,,4058671.0,,,,,40682.0,,
2705,Norway,1979,,,,4072517.0,,,,,41632.0,,
2706,Norway,1980,,,,4085620.0,,,,,41340.0,,
2707,Norway,1981,,,,4099702.0,,,,,41893.0,,
